"id";"id_orcamento";"id_produto";"description";"cores";"quantidade";"prazo";"desconto";"unitario";"total";"comissao_externa"
"2611";"1032";"6";"Chaveiro gel";"4";"200";"25 dias úteis";"0";"1.99";"398.00";"0.00"
"2612";"1032";"79";"Espelho de 2 lados";"1";"50";"10 dias úteis";"0";"6.42";"321.00";"0.00"
"2613";"1032";"75";"Escova com espelho";"1";"50";"10 dias úteis";"0";"6.73";"336.50";"0.00"
"2614";"1032";"83";"Régua 20cm com calculadora";"1";"50";"15 dias úteis";"0";"8.93";"446.50";"0.00"
"2615";"1032";"102";"Pasta zip zap";"2";"150";"25 à 30 dias úteis";"0";"4.83";"724.50";"0.00"
"2616";"1032";"77";"Porta perfume";"laser";"50";"10 dias úteis";"0";"5.47";"273.50";"0.00"
"2617";"1032";"21";"Chaveiro de couro coração";"1";"200";"30 à 40 dias úteis";"0";"3.75";"750.00";"0.00"
"2618";"1033";"78";"Espelho de 1 lado";"1";"50";"10 dias úteis";"0";"6.10";"305.00";"0.00"
"2619";"1034";"85";"Porta cartão de couro";"1";"100";"10 dias úteis";"0";"6.35";"635.00";"0.00"
"2620";"1035";"15";"Chaveiro de metal c/ suporte emborrachado";"laser";"100";"10 dias úteis";"0";"6.98";"698.00";"0.00"
"2621";"1035";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.96";"990.00";"0.00"
"2622";"1036";"6";"Chaveiro gel";"4";"3000";"25 dias úteis";"0";"1.26";"3780.00";"0.00"
"2623";"1037";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.85";"962.50";"0.00"
"2624";"1037";"115";"Squeeze de Plástico";"1";"500";"25 dias úteis";"0";"2.63";"1315.00";"0.00"
"2625";"1037";"115";"Squeeze de Plástico";"1";"1000";"25 dias úteis";"0";"2.21";"2210.00";"0.00"
"2626";"1037";"48";"Caneta de Plástico";"1";"1500";"15 dias úteis";"0";"0.75";"1125.00";"0.00"
"2627";"1037";"48";"Caneta de Plástico";"1";"2000";"15 dias úteis";"0";"0.71";"1420.00";"0.00"
"2628";"1038";"72";"Chaveiro canivete multifunções";"laser";"100";"10 dias úteis";"0";"3.21";"321.00";"0.00"
"2629";"1038";"71";"Canivete multifunções";"laser";"100";"10 dias úteis";"0";"5.10";"510.00";"0.00"
"2630";"1038";"114";"Squeeze metálico";"laser";"200";"10 dias úteis";"0";"9.70";"1940.00";"0.00"
"2631";"1038";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.85";"962.50";"0.00"
"2632";"1038";"6";"Chaveiro gel";"4";"250";"25 dias úteis";"0";"2.21";"552.00";"0.00"
"2633";"1038";"5";"Chaveiro retângular";"laser";"250";"10 dias úteis";"0";"2.97";"742.50";"0.00"
"2634";"1038";"7";"Chaveiro anzol";"cromia";"250";"15 dias úteis";"0";"1.51";"377.50";"0.00"
"2635";"1038";"8";"Chaveiro abridor long neck";"cromia";"250";"15 dias úteis";"0";"2.04";"510.00";"0.00"
"2636";"1038";"116";"Chapéu Australiano em Brim";"cromia";"100";"15 dias úteis";"0";"14.82";"1482.00";"0.00"
"2637";"1039";"20";"Chaveiro de couro";"1";"500";"30 à 40 dias úteis";"0";"3.12";"1560.00";"0.00"
"2638";"1039";"12";"Chaveiro de Couro com mosquetão";"1";"500";"30 à 40 dias úteis";"0";"3.12";"1560.00";"0.00"
"2639";"1040";"57";"Caneta Ecológica";"1";"250";"15 dias úteis";"0";"1.36";"340.00";"0.00"
"2640";"1041";"48";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.20";"300.00";"0.00"
"2641";"1042";"11";"Chaveiro emborrachado";"2";"1200";"30 dias úteis";"0";"2.49";"2988.00";"0.00"
"2642";"1043";"103";"Sacola Ecológica";"1";"3000";"30 dias úteis";"0";"5.49";"16470.00";"0.00"
"2643";"1043";"103";"Sacola Ecológica";"1";"4000";"30 dias úteis";"0";"5.17";"20680.00";"0.00"
"2644";"1043";"103";"Sacola Ecológica";"1";"5000";"30 dias úteis";"0";"5.16";"25800.00";"0.00"
"2645";"1043";"103";"Sacola Ecológica";"2";"3000";"30 dias úteis";"0";"5.72";"17160.00";"0.00"
"2646";"1043";"103";"Sacola Ecológica";"2";"4000";"30 dias úteis";"0";"5.40";"21600.00";"0.00"
"2647";"1043";"103";"Sacola Ecológica";"2";"5000";"30 dias úteis";"0";"5.40";"27000.00";"0.00"
"2648";"1043";"104";"Sacola TNT";"1";"3000";"30 dias úteis";"0";"1.98";"5940.00";"0.00"
"2649";"1043";"104";"Sacola TNT";"1";"4000";"30 dias úteis";"0";"1.89";"7560.00";"0.00"
"2650";"1043";"104";"Sacola TNT";"1";"5000";"30 dias úteis";"0";"1.85";"9250.00";"0.00"
"2651";"1043";"104";"Sacola TNT";"2";"3000";"30 dias úteis";"0";"2.52";"7560.00";"0.00"
"2652";"1043";"104";"Sacola TNT";"2";"4000";"30 dias úteis";"0";"2.12";"8480.00";"0.00"
"2653";"1043";"104";"Sacola TNT";"2";"5000";"30 dias úteis";"0";"2.09";"10450.00";"0.00"
"2654";"1044";"70";"Trena de 3 metros";"cromia";"500";"15 dias úteis";"0";"4.84";"2420.00";"0.00"
"2655";"1045";"6";"Chaveiro gel";"4";"1000";"25 dias úteis";"0";"1.42";"1420.00";"0.00"
"2656";"1046";"98";"Carteira de couro paraná";"3";"500";"25 dias úteis";"0";"2.93";"1465.00";"0.00"
"2657";"1046";"98";"Carteira de couro paraná";"3";"1000";"25 dias úteis";"0";"2.74";"2740.00";"0.00"
"2658";"1047";"20";"Chaveiro de couro";"1";"1000";"30 à 40 dias úteis";"0";"2.79";"2790.00";"0.00"
"2659";"1048";"102";"Pasta zip zap";"2";"1000";"25 à 30 dias úteis";"0";"3.29";"3290.00";"0.00"
"2660";"1049";"102";"Pasta zip zap";"1";"3000";"25 à 30 dias úteis";"0";"2.99";"8970.00";"0.00"
"2661";"1050";"39";"Caneta de Plástico";"1";"500";"15 dias úteis";"0";"1.01";"505.00";"0.00"
"2662";"1051";"24";"Caneta de metal";"laser";"70";"10 dias úteis";"0";"7.86";"550.20";"0.00"
"2663";"1051";"62";"Estojo de metal p/ 1 caneta";"laser";"70";"10 dias úteis";"0";"4.86";"340.20";"0.00"
"2664";"1052";"10";"Chaveiro de metal Oval";"laser";"100";"10 dias úteis";"0";"4.31";"431.00";"0.00"
"2665";"1052";"18";"Chaveiro de metal Triângular";"laser";"100";"10 dias úteis";"0";"3.84";"384.00";"0.00"
"2666";"1052";"2";"Chaveiro retângular giratório";"laser";"100";"10 dias úteis";"0";"4.31";"431.00";"0.00"
"2667";"1053";"90";"Porta objeto e clips com furinho";"1";"50";"15 dias úteis";"0";"20.86";"1043.00";"0.00"
"2668";"1053";"15";"Chaveiro de metal c/ suporte emborrachado";"laser";"50";"10 dias úteis";"0";"7.52";"376.00";"0.00"
"2669";"1053";"5";"Chaveiro retângular";"laser";"100";"10 dias úteis";"0";"3.29";"329.00";"0.00"
"2670";"1053";"35";"Caneta de metal";"laser";"50";"10 dias úteis";"0";"12.09";"604.50";"0.00"
"2671";"1054";"21";"Chaveiro de couro coração";"1";"200";"30 à 40 dias úteis";"0";"3.75";"750.00";"0.00"
"2672";"1055";"33";"Caneta de Metal";"laser";"100";"10 dias úteis";"0";"4.42";"442.00";"0.00"
"2673";"1056";"37";"Caneta de metal";"laser";"1000";"10 dias úteis";"0";"5.11";"5110.00";"0.00"
"2674";"1056";"48";"Caneta de Plástico";"1";"1000";"15 dias úteis";"0";"0.73";"730.00";"0.00"
"2675";"1057";"90";"Porta objeto e clips com furinho";"1";"50";"15 dias úteis";"0";"20.86";"1043.00";"0.00"
"2676";"1057";"91";"Porta objeto couro quadrado";"1";"50";"10 dias úteis";"0";"18.35";"917.50";"0.00"
"2677";"1058";"55";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.14";"285.00";"0.00"
"2678";"1058";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.85";"962.50";"0.00"
"2679";"1058";"54";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.12";"280.00";"0.00"
"2680";"1058";"6";"Chaveiro gel";"4";"200";"25 dias úteis";"0";"1.99";"398.00";"0.00"
"2681";"1059";"2";"Chaveiro retângular giratório";"laser";"100";"10 dias úteis";"0";"4.31";"431.00";"0.00"
"2682";"1060";"116";"Boné em Brim com regulador de fivela ou velcro";"laser";"60";"15 dias úteis";"0";"3.38";"203.00";"0.00"
"2683";"1061";"116";"Boné em Microfibra c/ regulador de fivela ou velcro";"cromia";"100";"15 dias úteis";"0";"7.95";"795.00";"0.00"
"2684";"1061";"19";"Chaveiro de metal Pirâmide";"cromia";"100";"10 dias úteis";"0";"7.64";"764.00";"0.00"
"2685";"1061";"58";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.09";"272.50";"0.00"
"2686";"1061";"5";"Chaveiro retângular";"laser";"50";"10 dias úteis";"0";"3.83";"191.50";"0.00"
"2687";"1061";"73";"Trena de 1 metro";"cromia";"50";"15 dias úteis";"0";"3.65";"182.50";"0.00"
"2688";"1061";"74";"Trena de 5 metros";"cromia";"50";"15 dias úteis";"0";"8.58";"429.00";"0.00"
"2689";"1061";"70";"Trena de 3 metros";"cromia";"50";"15 dias úteis";"0";"5.87";"293.50";"0.00"
"2690";"1062";"9";"Chaveiro Abridor Cortador";"cromia";"100";"15 dias úteis";"0";"2.30";"230.00";"0.00"
"2691";"1063";"58";"Caneta de Plástico";"1";"1000";"15 dias úteis";"0";"0.62";"620.00";"0.00"
"2692";"1063";"8";"Chaveiro abridor long neck";"cromia";"1000";"15 dias úteis";"0";"1.81";"1810.00";"0.00"
"2693";"1063";"95";"Calendário PVC de mesa";"1";"300";"15 dias úteis";"0";"2.31";"693.00";"0.00"
"2694";"1063";"99";"Porta documento PVC";"2";"1000";"25 dias úteis";"0";"1.02";"1020.00";"0.00"
"2695";"1063";"114";"Squeeze metálico";"laser";"50";"10 dias úteis";"0";"10.50";"525.00";"0.00"
"2696";"1064";"21";"Chaveiro de couro coração";"1";"200";"30 à 40 dias úteis";"0";"3.75";"750.00";"0.00"
"2697";"1065";"43";"Caneta de Plástico";"3";"250";"15 dias úteis";"0";"2.14";"535.00";"0.00"
"2698";"1066";"8";"Chaveiro abridor long neck";"cromia";"100";"15 dias úteis";"0";"2.49";"249.00";"0.00"
"2699";"1067";"50";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2700";"1067";"20";"Chaveiro de couro";"1";"250";"30 à 40 dias úteis";"0";"3.00";"750.00";"0.00"
"2701";"1068";"72";"Chaveiro canivete multifunções";"laser";"200";"10 dias úteis";"0";"2.95";"590.00";"0.00"
"2702";"1069";"3";"Chaveiro redondo giratório";"laser";"25";"10 dias úteis";"0";"5.91";"147.75";"0.00"
"2703";"1069";"19";"Chaveiro de metal Pirâmide";"laser";"25";"10 dias úteis";"0";"5.13";"128.25";"0.00"
"2704";"1069";"17";"Chaveiro de metal trapézio";"laser";"25";"10 dias úteis";"0";"5.13";"128.25";"0.00"
"2705";"1069";"5";"Chaveiro retângular";"laser";"25";"10 dias úteis";"0";"4.89";"122.25";"0.00"
"2706";"1070";"94";"Porta bloco de rascunho";"1";"100";"10 dias úteis";"0";"4.34";"434.00";"0.00"
"2707";"1070";"55";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.14";"285.00";"0.00"
"2708";"1070";"58";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.09";"272.50";"0.00"
"2709";"1071";"58";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.09";"272.50";"0.00"
"2710";"1071";"55";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"2.17";"542.00";"0.00"
"2711";"1072";"58";"Caneta de Plástico";"1";"500";"15 dias úteis";"0";"0.78";"390.00";"0.00"
"2712";"1072";"116";"Mouse Pad base antiderrapante c/ 4mm";"cromia";"500";"20 dias úteis";"0";"6.10";"3050.00";"0.00"
"2713";"1072";"116";"Mouse Pad base Slim (base auto-adesiva)";"cromia";"500";"20 dias úteis";"0";"5.49";"2745.00";"0.00"
"2714";"1073";"40";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2715";"1073";"31";"Caneta de metal";"laser";"50";"10 dias úteis";"0";"8.16";"408.00";"0.00"
"2716";"1074";"14";"Chaveiro de metal com nylon";"laser";"50";"10 dias úteis";"0";"5.63";"281.50";"0.00"
"2717";"1074";"10";"Chaveiro de metal Oval";"laser";"100";"10 dias úteis";"0";"4.31";"431.00";"0.00"
"2718";"1074";"33";"Caneta de Metal";"laser";"50";"10 dias úteis";"0";"4.95";"247.50";"0.00"
"2719";"1074";"80";"Kit manicure de couro";"1";"50";"15 dias úteis";"0";"16.62";"831.00";"0.00"
"2720";"1074";"86";"Porta cartão de metal";"1";"50";"10 dias úteis";"0";"6.89";"344.50";"0.00"
"2721";"1074";"18";"Chaveiro de metal Triângular";"laser";"50";"10 dias úteis";"0";"4.38";"219.00";"0.00"
"2722";"1075";"68";"Kit ferramenta";"1";"50";"15 dias úteis";"0";"9.56";"478.00";"0.00"
"2723";"1075";"69";"Chaveiro mini ferramenta";"1";"100";"15 dias úteis";"0";"4.78";"478.00";"0.00"
"2724";"1076";"103";"Sacola Ecológica";"1";"500";"30 dias úteis";"0";"6.11";"3055.00";"0.00"
"2725";"1076";"103";"Sacola Ecológica";"2";"500";"30 dias úteis";"0";"6.52";"3260.00";"0.00"
"2726";"1077";"74";"Trena de 5 metros";"cromia";"300";"15 dias úteis";"0";"7.12";"2136.00";"0.00"
"2727";"1078";"101";"Pen drive c/ tampa 2gb";"laser";"40";"10 dias úteis";"0";"28.05";"1122.00";"0.00"
"2728";"1079";"116";"Chaveiro emborrachado 5 x 2,1 c/ corr. de bolinha";"2";"1000";"25 dias úteis";"0";"1.49";"1490.00";"0.00"
"2729";"1080";"7";"Chaveiro anzol";"cromia";"100";"15 dias úteis";"0";"1.96";"196.00";"0.00"
"2730";"1080";"19";"Chaveiro de metal Pirâmide";"laser";"50";"10 dias úteis";"0";"4.06";"203.00";"0.00"
"2731";"1080";"17";"Chaveiro de metal trapézio";"laser";"50";"10 dias úteis";"0";"4.06";"203.00";"0.00"
"2732";"1080";"10";"Chaveiro de metal Oval";"laser";"100";"10 dias úteis";"0";"4.31";"431.00";"0.00"
"2733";"1081";"42";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2734";"1082";"95";"Calendário PVC de mesa";"1";"150";"15 dias úteis";"0";"3.11";"466.50";"0.00"
"2735";"1082";"87";"Régua plástica";"1";"200";"15 dias úteis";"0";"1.69";"338.00";"0.00"
"2736";"1082";"94";"Porta bloco de rascunho";"1";"100";"10 dias úteis";"0";"4.34";"434.00";"0.00"
"2737";"1082";"82";"Calculadora porta cartão";"1";"50";"15 dias úteis";"0";"7.67";"383.50";"0.00"
"2738";"1082";"84";"Régua 30cm com calculadora";"1";"50";"15 dias úteis";"0";"11.13";"556.50";"0.00"
"2739";"1082";"90";"Porta objeto e clips com furinho";"1";"50";"15 dias úteis";"0";"20.86";"1043.00";"0.00"
"2740";"1082";"92";"Relógio lcd digital";"1";"50";"15 dias úteis";"0";"8.61";"430.50";"0.00"
"2741";"1082";"102";"Pasta zip zap";"2";"150";"25 à 30 dias úteis";"0";"4.68";"702.00";"0.00"
"2742";"1083";"116";"Boné em Brim c/ regulador de fivela ou velcro";"cromia";"1000";"15 dias úteis";"0";"6.64";"6640.00";"0.00"
"2743";"1083";"116";"Boné em Brim c/ regulador de fivela ou velcro";"cromia";"2000";"15 dias úteis";"0";"6.28";"12560.00";"0.00"
"2744";"1083";"116";"Boné em microfibra c/ regulador de fivela ou velcro";"cromia";"1000";"15 dias úteis";"0";"6.33";"6330.00";"0.00"
"2745";"1083";"116";"Boné em microfibra c/ regulador de fivela ou velcro";"cromia";"2000";"15 dias úteis";"0";"5.97";"11940.00";"0.00"
"2746";"1083";"100";"Pen drive giratório 2gb";"laser";"100";"10 dias úteis";"0";"28.81";"2881.00";"0.00"
"2747";"1083";"100";"Pen drive giratório 2gb";"laser";"200";"10 dias úteis";"0";"28.54";"5708.00";"0.00"
"2748";"1083";"101";"Pen drive c/ tampa 2gb";"laser";"100";"10 dias úteis";"0";"26.45";"2645.00";"0.00"
"2749";"1083";"101";"Pen drive c/ tampa 2gb";"laser";"200";"10 dias úteis";"0";"26.18";"5236.00";"0.00"
"2750";"1083";"116";"Pen drive giratório 4gb";"laser";"100";"15 dias úteis";"0";"39.15";"3915.00";"0.00"
"2751";"1083";"116";"Pen drive giratório 4gb";"laser";"200";"15 dias úteis";"0";"38.29";"7658.00";"0.00"
"2752";"1083";"116";"Pen drive c/ tampa 4gb";"laser";"100";"15 dias úteis";"0";"37.59";"3759.00";"0.00"
"2753";"1083";"116";"Pen drive c/ tampa 4gb";"laser";"200";"15 dias úteis";"0";"36.73";"7346.00";"0.00"
"2754";"1084";"72";"Chaveiro canivete multifunções";"laser";"100";"10 dias úteis";"0";"3.21";"321.00";"0.00"
"2755";"1084";"72";"Chaveiro canivete multifunções";"laser";"200";"10 dias úteis";"0";"2.95";"590.00";"0.00"
"2756";"1084";"71";"Canivete multifunções";"laser";"100";"10 dias úteis";"0";"5.10";"510.00";"0.00"
"2757";"1084";"71";"Canivete multifunções";"laser";"200";"10 dias úteis";"0";"4.83";"966.00";"0.00"
"2758";"1084";"37";"Caneta de metal";"laser";"100";"10 dias úteis";"0";"5.59";"559.00";"0.00"
"2759";"1084";"37";"Caneta de metal";"laser";"200";"10 dias úteis";"0";"5.33";"1066.00";"0.00"
"2760";"1084";"65";"Estojo de veludo";"sem gravação";"100";"7 dias úteis";"0";"0.86";"86.00";"0.00"
"2761";"1084";"65";"Estojo de veludo";"sem gravação";"200";"7 dias úteis";"0";"0.59";"118.00";"0.00"
"2762";"1084";"6";"Chaveiro gel";"4";"1000";"25 dias úteis";"0";"1.42";"1420.00";"0.00"
"2763";"1084";"5";"Chaveiro retângular";"laser";"1000";"10 dias úteis";"0";"2.81";"2810.00";"0.00"
"2764";"1085";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.85";"962.50";"0.00"
"2765";"1085";"113";"Squeeze de metal";"laser";"100";"10 dias úteis";"0";"10.75";"1075.00";"0.00"
"2766";"1085";"6";"Chaveiro gel";"4";"250";"25 dias úteis";"0";"2.21";"552.00";"0.00"
"2767";"1085";"69";"Chaveiro mini ferramenta";"1";"150";"15 dias úteis";"0";"3.98";"597.00";"0.00"
"2768";"1085";"101";"Pen drive c/ tampa 2gb";"laser";"50";"10 dias úteis";"0";"26.98";"1349.00";"0.00"
"2769";"1085";"100";"Pen drive giratório 2gb";"laser";"50";"10 dias úteis";"0";"29.34";"1467.00";"0.00"
"2770";"1085";"114";"Squeeze metálico";"laser";"100";"10 dias úteis";"0";"9.97";"997.00";"0.00"
"2771";"1086";"40";"Caneta de Plástico";"1";"2500";"15 dias úteis";"0";"0.85";"2125.00";"0.00"
"2772";"1086";"55";"Caneta de Plástico";"1";"2500";"15 dias úteis";"0";"0.66";"1650.00";"0.00"
"2773";"1086";"116";"Caneta de Plástico 3011c";"1";"2500";"15 dias úteis";"0";"0.72";"1800.00";"0.00"
"2774";"1087";"99";"Porta documento PVC";"2";"500";"25 dias úteis";"0";"1.35";"675.00";"0.00"
"2775";"1087";"48";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.20";"300.00";"0.00"
"2776";"1087";"7";"Chaveiro anzol";"cromia";"100";"15 dias úteis";"0";"1.96";"196.00";"0.00"
"2777";"1088";"46";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.31";"327.50";"0.00"
"2778";"1088";"37";"Caneta de metal";"laser";"100";"10 dias úteis";"0";"5.59";"559.00";"0.00"
"2779";"1089";"57";"Caneta Ecológica";"1";"250";"15 dias úteis";"0";"1.36";"340.00";"0.00"
"2780";"1090";"48";"Caneta de Plástico";"1";"3000";"15 dias úteis";"0";"0.70";"2100.00";"0.00"
"2781";"1090";"52";"Caneta de Plástico";"1";"3000";"15 dias úteis";"0";"0.82";"2460.00";"0.00"
"2782";"1090";"51";"Caneta de Plástico";"1";"3000";"15 dias úteis";"0";"0.77";"2310.00";"0.00"
"2783";"1091";"8";"Chaveiro abridor long neck";"cromia";"500";"15 dias úteis";"0";"1.93";"965.00";"0.00"
"2784";"1091";"9";"Chaveiro Abridor Cortador";"cromia";"500";"15 dias úteis";"0";"1.61";"805.00";"0.00"
"2785";"1091";"6";"Chaveiro gel";"ate 4 cores";"500";"25 dias úteis";"0";"1.68";"840.00";"0.00"
"2786";"1092";"58";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.09";"272.50";"0.00"
"2787";"1093";"100";"Pen drive giratório 2gb";"laser";"25";"10 dias úteis";"0";"28.05";"701.25";"0.00"
"2788";"1093";"101";"Pen drive c/ tampa 2gb";"laser";"25";"10 dias úteis";"0";"30.41";"760.25";"0.00"
"2789";"1094";"16";"Chaveiro de metal e couro";"laser";"50";"10 dias úteis";"0";"5.79";"289.50";"0.00"
"2790";"1095";"57";"Caneta Ecológica";"1";"400";"15 dias úteis";"0";"1.12";"448.00";"0.00"
"2791";"1096";"39";"Caneta de Plástico";"1";"1000";"15 dias úteis";"0";"0.86";"860.00";"0.00"
"2792";"1096";"41";"Caneta de Plástico";"1";"1000";"15 dias úteis";"0";"0.81";"810.00";"0.00"
"2793";"1096";"53";"Caneta de Plástico";"1";"1000";"15 dias úteis";"0";"0.86";"860.00";"0.00"
"2794";"1097";"115";"Squeeze de Plástico";"1";"250";"25 dias úteis";"0";"3.85";"962.50";"0.00"
"2795";"1097";"113";"Squeeze de metal";"laser";"50";"10 dias úteis";"0";"11.28";"564.00";"0.00"
"2796";"1097";"114";"Squeeze metálico";"laser";"50";"10 dias úteis";"0";"5.04";"252.00";"0.00"
"2797";"1098";"100";"Pen drive giratório 2gb";"laser";"25";"10 dias úteis";"0";"30.41";"760.25";"0.00"
"2798";"1098";"67";"Estojo revestido em couro";"1";"50";"10 dias úteis";"0";"6.10";"305.00";"0.00"
"2799";"1098";"34";"Caneta de metal";"laser";"250";"10 dias úteis";"0";"3.94";"985.00";"0.00"
"2800";"1098";"45";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.36";"340.00";"0.00"
"2801";"1098";"22";"Caneta de metal";"laser";"250";"10 dias úteis";"0";"7.31";"1827.50";"0.00"
"2802";"1098";"95";"Calendário PVC de mesa";"1";"250";"15 dias úteis";"0";"2.47";"617.50";"0.00"
"2803";"1098";"103";"Sacola Ecológica";"1";"500";"30 dias úteis";"0";"6.11";"3055.00";"0.00"
"2804";"1098";"103";"Sacola Ecológica";"2";"500";"30 dias úteis";"0";"6.52";"3260.00";"0.00"
"2805";"1098";"50";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2806";"1099";"94";"Porta bloco de rascunho";"1";"100";"10 dias úteis";"0";"4.34";"434.00";"0.00"
"2807";"1099";"87";"Régua plástica";"1";"200";"15 dias úteis";"0";"1.69";"338.00";"0.00"
"2808";"1099";"86";"Porta cartão de metal";"laser";"50";"10 dias úteis";"0";"5.47";"273.50";"0.00"
"2809";"1100";"29";"Caneta de metal";"laser";"1000";"10 dias úteis";"0";"7.15";"7150.00";"0.00"
"2810";"1100";"33";"Caneta de Metal";"laser";"1000";"10 dias úteis";"0";"3.94";"3940.00";"0.00"
"2811";"1100";"32";"Caneta de Metal";"laser";"1000";"10 dias úteis";"0";"7.15";"7150.00";"0.00"
"2812";"1100";"28";"Caneta de metal";"laser";"1000";"10 dias úteis";"0";"7.94";"7940.00";"0.00"
"2813";"1100";"34";"Caneta de metal";"laser";"1000";"10 dias úteis";"0";"3.78";"3780.00";"0.00"
"2814";"1100";"23";"Caneta de metal";"laser";"1000";"10 dias úteis";"0";"7.15";"7150.00";"0.00"
"2815";"1101";"99";"Porta documento PVC";"2";"2000";"25 dias úteis";"0";"0.98";"1960.00";"0.00"
"2816";"1102";"6";"Chaveiro gel";"ate 4 cores";"2000";"25 dias úteis";"0";"1.38";"2760.00";"0.00"
"2817";"1102";"11";"Chaveiro emborrachado";"2";"2000";"30 dias úteis";"0";"2.46";"4920.00";"0.00"
"2818";"1102";"116";"Chaveiro Fofo Redondo ou Gota";"ate 4 cores";"2000";"15 dias úteis";"0";"2.55";"5100.00";"0.00"
"2819";"1103";"116";"Cordão para Moto c/ Argola";"1";"500";"15 dias úteis";"0";"2.27";"1135.00";"0.00"
"2820";"1104";"8";"Chaveiro abridor long neck";"cromia";"100";"15 dias úteis";"0";"2.49";"249.00";"0.00"
"2821";"1105";"45";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.36";"340.00";"0.00"
"2822";"1105";"52";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2823";"1105";"56";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.98";"495.00";"0.00"
"2824";"1105";"49";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.12";"280.00";"0.00"
"2825";"1105";"55";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.14";"285.00";"0.00"
"2826";"1105";"58";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.09";"272.50";"0.00"
"2827";"1105";"43";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2828";"1105";"41";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.28";"320.00";"0.00"
"2829";"1105";"40";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2830";"1105";"42";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2831";"1105";"50";"Caneta de Plástico";"1";"250";"15 dias úteis";"0";"1.32";"330.00";"0.00"
"2832";"1106";"6";"Chaveiro gel";"ate 4 cores";"200";"25 dias úteis";"0";"1.99";"398.00";"0.00"
"2833";"1106";"103";"Sacola Ecológica";"1";"500";"30 dias úteis";"0";"6.11";"3055.00";"0.00"
"2834";"1106";"103";"Sacola Ecológica";"2";"500";"30 dias úteis";"0";"6.52";"3260.00";"0.00"
"2835";"1107";"9";"Chaveiro Abridor Cortador";"cromia";"220";"15 dias úteis";"0";"1.80";"396.00";"0.00"
"2836";"1108";"1";"Chaveiro quadrado giratório";"laser";"50";"10 dias úteis";"0";"4.85";"242.50";"0.00"
"2837";"1108";"19";"Chaveiro de metal Pirâmide";"laser";"50";"10 dias úteis";"0";"4.06";"203.00";"0.00"
"2838";"1108";"17";"Chaveiro de metal trapézio";"laser";"50";"10 dias úteis";"0";"4.06";"203.00";"0.00"
"2839";"1109";"3";"Chaveiro redondo giratório";"laser";"6000";"10 dias úteis";"0";"3.10";"18600.00";"0.00"
"2840";"1109";"3";"Chaveiro redondo giratório";"laser";"6000";"10 dias úteis";"0";"3.65";"21900.00";"0.00"
"2841";"1110";"116";"Chaveiro Pneu c/ Trena de 1m";"0";"500";"15 dias úteis";"0";"2.68";"1340.00";"0.00"
"2842";"1111";"66";"Estojo para kit de veludo";"0";"105";"7 dias úteis";"0";"6.80";"714.00";"0.00"
"2843";"1112";"6";"Chaveiro gel";"ate 4 cores";"300";"25 dias úteis";"0";"1.84";"552.00";"0.00"
"2844";"1113";"58";"Caneta de Plástico";"2";"500";"15 dias úteis";"0";"0.98";"490.00";"0.00"
"2845";"1113";"58";"Caneta de Plástico";"4";"500";"15 dias úteis";"0";"1.39";"695.00";"0.00"
"2846";"1113";"54";"Caneta de Plástico";"2";"500";"15 dias úteis";"0";"1.01";"505.00";"0.00"
